Id,WnvPresent
1,0.10896704148500203
2,0.02085675828591472
3,0.14642056698820366
4,9.443701109699221e-05
5,0.00014360015503824084
6,0.00039798623012633506
7,0.9967739625561045
8,7.693441155165876e-06
9,2.6525569389911787e-05
10,4.620334460199252e-06
11,3.7206329440280356e-05
12,2.0486043180716107e-08
13,3.115244288415251e-08
14,8.636061577304804e-08
15,0.06281013250419752
16,1.6687789802703966e-09
17,0.034398040990693456
18,0.006166636226771649
19,0.04759005888498893
20,2.7510943249284594e-05
21,4.1834375425778755e-05
22,0.00011596441421225037
23,0.9890114632747902
24,2.241079095474572e-06
25,0.008756288818073457
26,0.0015362825831914564
27,0.012239064685290714
28,6.822107014128701e-06
29,1.0374113956650147e-05
30,2.8758529504298367e-05
31,0.9571156440572812
32,5.557276147626684e-07
33,3.0150511558530363e-05
34,5.251757748411701e-06
35,4.229082557764636e-05
36,2.3285717639698833e-08
37,3.5409814444433004e-08
38,9.81628749992467e-08
39,0.07078630928872078
40,1.896838540013878e-09
41,0.006195299507893931
42,0.0010846487844719907
43,0.008668360779424619
44,4.814387325168191e-06
45,7.321060025784466e-06
46,2.0295136604795544e-05
47,0.940299359561124
48,3.921784054597668e-07
49,0.0027664264686584395
50,0.0004829605175737598
51,0.0038760766891851213
52,2.142412861935279e-06
53,3.2578922142280883e-06
54,9.031457658186561e-06
55,0.8751384716948715
56,1.7451981760933904e-07
57,1.5036930062674665e-05
58,2.619170429916229e-06
59,2.1091783314617622e-05
60,1.161308387684972e-08
61,1.765962956645194e-08
62,4.895592059415907e-08
63,0.03660139298743587
64,9.459938134904782e-10
65,0.027061932450680042
66,0.004821407299339966
67,0.037549883155307634
68,2.1480586650403197e-05
69,3.266444700345647e-05
70,9.054694798681105e-05
71,0.9859697919909141
72,1.749828299501078e-06
73,0.03490976729627207
74,0.006261098139249532
75,0.048288223442852767
76,2.7935005351062068e-05
77,4.24792139172096e-05
78,0.00011775176464273797
79,0.9891764717656968
80,2.2756246611831237e-06
81,0.006416887846478444
82,0.0011236502797287843
83,0.00897760446499468
84,4.987695581981127e-06
85,7.58460277181283e-06
86,2.102570897011979e-05
87,0.9422540067932491
88,4.0629610364403767e-07
89,0.011790476240810257
90,0.0020738622028345067
91,0.016460046949259174
92,9.21425375377495e-06
93,1.4011741418259998e-05
94,3.8842303355835215e-05
95,0.9678916104634628
96,7.505931087478129e-07
97,0.05513352900791193
98,0.010061271191062364
99,0.07565476897887259
100,4.506170714290008e-05
101,6.852222880100908e-05
102,0.00018993385862902887
103,0.9932625921851357
104,3.6708475261944414e-06
105,6.214211578665624e-05
106,1.0824491649906833e-05
107,8.71629498087511e-05
108,4.799487460320228e-08
109,7.2984204670656e-08
110,2.0232636051173757e-07
111,0.13570636810305442
112,3.909629556854347e-09
113,0.10369430844153271
114,0.019753018261250258
115,0.13961949904783144
116,8.933915112748233e-05
117,0.00013584875097615682
118,0.00037650847088952443
119,0.9965904891017638
120,7.2781028893103635e-06
121,5.951980869331492e-05
122,1.0367691359976908e-05
123,8.348488798723339e-05
124,4.596944009417301e-08
125,6.990419405623115e-08
126,1.9378797520541224e-07
127,0.13072808904004016
128,3.744639044392195e-09
129,2.339787758235135e-05
130,4.0755295114205555e-06
131,3.281928561569977e-05
132,1.8070429530457222e-08
133,2.7479099774504103e-08
134,7.617739647862669e-08
135,0.055817267207626156
136,1.472004751330419e-09
137,0.006803078044022306
138,0.001191657458329202
139,0.009516431248481961
140,5.2899266277893204e-06
141,8.044192992675761e-06
142,2.2299747013320323e-05
143,0.9453730159453924
144,4.3091586861577605e-07
145,0.040038558002688254
146,0.007212406002011691
147,0.05526995567290796
148,3.2210132182416534e-05
149,4.898005325218753e-05
150,0.00013577043289846464
151,0.9905995724231532
152,2.6238927845050964e-06
153,0.019997539837561282
154,0.003541667075720937
155,0.02782596117866179
156,1.575884624284945e-05
157,2.3963755730416168e-05
158,6.642936277358303e-05
159,0.9809725082689936
160,1.2837233285980156e-06
161,0.06448213779585056
162,0.011863247256162215
163,0.08815836228647313
164,5.3228727412804585e-05
165,8.094090882567786e-05
166,0.0002243517338637853
167,0.9942904741247198
168,4.33618743286711e-06
169,1.5968020446512813e-05
170,2.781352241589163e-06
171,2.2397783293894847e-05
172,1.2332180341904936e-08
173,1.875313558505528e-08
174,5.198733140803775e-08
175,0.03877990546583196
176,1.004570916882189e-09
177,2.144167637373822e-05
178,3.7347850614111978e-06
179,3.0075422560036843e-05
180,1.6559602176805286e-08
181,2.518163500394483e-08
182,6.980837863057465e-08
183,0.05139033895165922
184,1.3489337931611629e-09
185,0.017659263518320086
186,0.0031214176716821375
187,0.024595294682355023
188,1.3883093909065178e-05
189,2.1111405683513185e-05
190,5.852272621312772e-05
191,0.9784570368860342
192,1.1309216767876696e-06
193,0.004342574993470057
194,0.0007591136005612552
195,0.006080584324450991
196,3.368354444129579e-06
197,5.122135377668662e-06
198,1.4199424937169581e-05
199,0.9168021079459516
200,2.7438467890010716e-07
201,0.010526595706800285
202,0.0018496049841936282
203,0.014703059107915356
204,8.216031719330866e-06
205,1.2493792209826966e-05
206,3.4634451067606166e-05
207,0.964130437000892
208,6.692773283717945e-07
209,0.010163860547021033
210,0.0017853300946134765
211,0.014198472646235796
212,7.930011281292746e-06
213,1.2058854117055215e-05
214,3.342877068477073e-05
215,0.9628846975993218
216,6.459779552022445e-07
217,0.013644863473585596
218,0.0024037532075035103
219,0.019034710476048038
220,1.0683488866957711e-05
221,1.6245935149613495e-05
222,4.503559008845873e-05
